millis,stamp,datetime,light,temp,vcc
49785000, 1273060032, 2010/5/5 11:47:12, 931, 73.10, 4.51
49786000, 1273060033, 2010/5/5 11:47:13, 931, 73.10, 4.51
49787000, 1273060034, 2010/5/5 11:47:14, 931, 73.10, 4.51
49788000, 1273060035, 2010/5/5 11:47:15, 931, 73.10, 4.51
49789000, 1273060036, 2010/5/5 11:47:16, 931, 73.10, 4.51
49790001, 1273060037, 2010/5/5 11:47:17, 931, 73.10, 4.51
49791000, 1273060038, 2010/5/5 11:47:18, 931, 73.10, 4.38
49792000, 1273060039, 2010/5/5 11:47:19, 932, 73.10, 4.49
49793000, 1273060040, 2010/5/5 11:47:20, 931, 73.10, 4.51
49794000, 1273060041, 2010/5/5 11:47:21, 931, 73.10, 4.51
49795000, 1273060042, 2010/5/5 11:47:22, 931, 73.10, 4.51
49796001, 1273060043, 2010/5/5 11:47:23, 931, 73.10, 4.51
49797000, 1273060044, 2010/5/5 11:47:24, 931, 73.10, 4.51
49798000, 1273060045, 2010/5/5 11:47:25, 931, 73.10, 4.38
49799000, 1273060046, 2010/5/5 11:47:26, 931, 73.10, 4.49
49800000, 1273060047, 2010/5/5 11:47:27, 930, 73.10, 4.37
49801000, 1273060048, 2010/5/5 11:47:28, 930, 73.10, 4.47
49802000, 1273060049, 2010/5/5 11:47:29, 930, 73.10, 4.49
49803000, 1273060050, 2010/5/5 11:47:30, 930, 73.10, 4.51
49804000, 1273060051, 2010/5/5 11:47:31, 930, 73.10, 4.51
49805000, 1273060052, 2010/5/5 11:47:32, 930, 73.10, 4.51
49806000, 1273060053, 2010/5/5 11:47:33, 931, 73.10, 4.38
49807000, 1273060054, 2010/5/5 11:47:34, 931, 73.10, 4.49
49808000, 1273060055, 2010/5/5 11:47:35, 931, 73.10, 4.37
49809000, 1273060056, 2010/5/5 11:47:36, 931, 73.10, 4.47
49810000, 1273060057, 2010/5/5 11:47:37, 932, 73.10, 4.49
49811000, 1273060058, 2010/5/5 11:47:38, 931, 73.10, 4.49
49812000, 1273060059, 2010/5/5 11:47:39, 931, 73.10, 4.49
49813000, 1273060060, 2010/5/5 11:47:40, 932, 73.10, 4.49
49814000, 1273060061, 2010/5/5 11:47:41, 932, 73.10, 4.49
49815000, 1273060062, 2010/5/5 11:47:42, 932, 73.10, 4.38
49816000, 1273060063, 2010/5/5 11:47:43, 932, 73.10, 4.47
49817000, 1273060064, 2010/5/5 11:47:44, 931, 73.10, 4.37
49818000, 1273060065, 2010/5/5 11:47:45, 932, 73.10, 4.47
49819000, 1273060066, 2010/5/5 11:47:46, 932, 73.10, 4.49
49820000, 1273060067, 2010/5/5 11:47:47, 931, 73.10, 4.49
49821000, 1273060068, 2010/5/5 11:47:48, 931, 73.10, 4.49
49822000, 1273060069, 2010/5/5 11:47:49, 932, 73.10, 4.37
49823000, 1273060070, 2010/5/5 11:47:50, 931, 73.10, 4.47
49824000, 1273060071, 2010/5/5 11:47:51, 931, 73.10, 4.49
49825000, 1273060072, 2010/5/5 11:47:52, 931, 73.10, 4.35
49826000, 1273060073, 2010/5/5 11:47:53, 931, 73.10, 4.47
49827000, 1273060074, 2010/5/5 11:47:54, 931, 73.10, 4.49
49828000, 1273060075, 2010/5/5 11:47:55, 931, 73.10, 4.49
49829000, 1273060076, 2010/5/5 11:47:56, 931, 73.10, 4.49
49830000, 1273060077, 2010/5/5 11:47:57, 931, 73.10, 4.49
49831000, 1273060078, 2010/5/5 11:47:58, 931, 73.10, 4.38
49832001, 1273060079, 2010/5/5 11:47:59, 932, 73.10, 4.47
49833000, 1273060080, 2010/5/5 11:48:0, 931, 73.10, 4.35
49834000, 1273060081, 2010/5/5 11:48:1, 932, 73.10, 4.45
49835001, 1273060082, 2010/5/5 11:48:2, 932, 73.10, 4.49
49836000, 1273060083, 2010/5/5 11:48:3, 932, 73.10, 4.49
49837000, 1273060084, 2010/5/5 11:48:4, 932, 73.68, 4.35
49838000, 1273060085, 2010/5/5 11:48:5, 932, 73.68, 4.47
49839000, 1273060086, 2010/5/5 11:48:6, 931, 73.10, 4.49
49840000, 1273060087, 2010/5/5 11:48:7, 931, 73.68, 4.49
49841000, 1273060088, 2010/5/5 11:48:8, 932, 73.10, 4.49
49842000, 1273060089, 2010/5/5 11:48:9, 931, 73.68, 4.35
49843000, 1273060090, 2010/5/5 11:48:10, 932, 73.68, 4.45
49844000, 1273060091, 2010/5/5 11:48:11, 931, 73.10, 4.47
49845000, 1273060092, 2010/5/5 11:48:12, 932, 73.10, 4.49
49846000, 1273060093, 2010/5/5 11:48:13, 932, 73.68, 4.49
49847000, 1273060094, 2010/5/5 11:48:14, 932, 73.68, 4.35
49848000, 1273060095, 2010/5/5 11:48:15, 932, 73.10, 4.47
49849000, 1273060096, 2010/5/5 11:48:16, 932, 73.68, 4.49
49850000, 1273060097, 2010/5/5 11:48:17, 931, 73.10, 4.35
49851000, 1273060098, 2010/5/5 11:48:18, 932, 73.68, 4.45
49852000, 1273060099, 2010/5/5 11:48:19, 932, 73.68, 4.47
49853000, 1273060100, 2010/5/5 11:48:20, 932, 73.68, 4.47
49854000, 1273060101, 2010/5/5 11:48:21, 931, 73.68, 4.35
49855000, 1273060102, 2010/5/5 11:48:22, 931, 73.10, 4.45
49856000, 1273060103, 2010/5/5 11:48:23, 932, 73.68, 4.49
49857000, 1273060104, 2010/5/5 11:48:24, 931, 73.68, 4.49
49858000, 1273060105, 2010/5/5 11:48:25, 931, 73.68, 4.49
49859000, 1273060106, 2010/5/5 11:48:26, 931, 73.10, 4.35
49860000, 1273060107, 2010/5/5 11:48:27, 932, 73.68, 4.45
49861000, 1273060108, 2010/5/5 11:48:28, 932, 73.68, 4.47
49862000, 1273060109, 2010/5/5 11:48:29, 932, 73.68, 4.47
49863000, 1273060110, 2010/5/5 11:48:30, 932, 73.68, 4.35
49864000, 1273060111, 2010/5/5 11:48:31, 932, 73.68, 4.45
49865000, 1273060112, 2010/5/5 11:48:32, 932, 73.68, 4.47
49866000, 1273060113, 2010/5/5 11:48:33, 932, 73.68, 4.49
49867000, 1273060114, 2010/5/5 11:48:34, 932, 73.68, 4.35
49868000, 1273060115, 2010/5/5 11:48:35, 932, 73.68, 4.45
49869000, 1273060116, 2010/5/5 11:48:36, 932, 73.10, 4.47
49870000, 1273060117, 2010/5/5 11:48:37, 932, 73.68, 4.35
49871000, 1273060118, 2010/5/5 11:48:38, 932, 73.68, 4.45
49872001, 1273060119, 2010/5/5 11:48:39, 931, 73.68, 4.47
49873000, 1273060120, 2010/5/5 11:48:40, 931, 73.68, 4.47
49874000, 1273060121, 2010/5/5 11:48:41, 932, 73.10, 4.47
49875000, 1273060122, 2010/5/5 11:48:42, 931, 73.68, 4.35
49876000, 1273060123, 2010/5/5 11:48:43, 932, 73.68, 4.45
49877000, 1273060124, 2010/5/5 11:48:44, 932, 73.10, 4.47
49878000, 1273060125, 2010/5/5 11:48:45, 932, 73.10, 4.47
49879000, 1273060126, 2010/5/5 11:48:46, 931, 73.68, 4.35
49880000, 1273060127, 2010/5/5 11:48:47, 931, 73.68, 4.45
49881000, 1273060128, 2010/5/5 11:48:48, 932, 73.68, 4.47
49882000, 1273060129, 2010/5/5 11:48:49, 932, 73.68, 4.47
49883000, 1273060130, 2010/5/5 11:48:50, 931, 73.68, 4.49
49884000, 1273060131, 2010/5/5 11:48:51, 931, 73.68, 4.33
49885000, 1273060132, 2010/5/5 11:48:52, 932, 73.10, 4.45
49886000, 1273060133, 2010/5/5 11:48:53, 932, 73.10, 4.47
49887000, 1273060134, 2010/5/5 11:48:54, 932, 73.10, 4.47
49888000, 1273060135, 2010/5/5 11:48:55, 932, 73.68, 4.35
49889000, 1273060136, 2010/5/5 11:48:56, 932, 73.68, 4.45
49890000, 1273060137, 2010/5/5 11:48:57, 932, 73.68, 4.47
49891000, 1273060138, 2010/5/5 11:48:58, 932, 73.68, 4.47
49892000, 1273060139, 2010/5/5 11:48:59, 932, 73.68, 4.33
49893000, 1273060140, 2010/5/5 11:49:0, 932, 73.68, 4.45
49894000, 1273060141, 2010/5/5 11:49:1, 932, 73.68, 4.47
49895000, 1273060142, 2010/5/5 11:49:2, 932, 73.68, 4.33
49896000, 1273060143, 2010/5/5 11:49:3, 932, 73.68, 4.43
49897000, 1273060144, 2010/5/5 11:49:4, 932, 73.10, 4.47
49898000, 1273060145, 2010/5/5 11:49:5, 932, 73.68, 4.47
49899001, 1273060146, 2010/5/5 11:49:6, 932, 73.10, 4.47
49900000, 1273060147, 2010/5/5 11:49:7, 932, 73.68, 4.47
49901000, 1273060148, 2010/5/5 11:49:8, 932, 73.68, 4.33
49902000, 1273060149, 2010/5/5 11:49:9, 932, 73.68, 4.45
49903000, 1273060150, 2010/5/5 11:49:10, 932, 73.68, 4.47
49904000, 1273060151, 2010/5/5 11:49:11, 932, 73.10, 4.47
49905000, 1273060152, 2010/5/5 11:49:12, 932, 73.68, 4.47
49906000, 1273060153, 2010/5/5 11:49:13, 932, 73.68, 4.47
49907000, 1273060154, 2010/5/5 11:49:14, 932, 73.68, 4.47
49908000, 1273060155, 2010/5/5 11:49:15, 932, 73.68, 4.47
49909000, 1273060156, 2010/5/5 11:49:16, 932, 73.68, 4.33
49910000, 1273060157, 2010/5/5 11:49:17, 932, 73.68, 4.45
49911000, 1273060158, 2010/5/5 11:49:18, 932, 73.68, 4.47
49912000, 1273060159, 2010/5/5 11:49:19, 932, 73.68, 4.47
49913000, 1273060160, 2010/5/5 11:49:20, 932, 73.68, 4.47
49914000, 1273060161, 2010/5/5 11:49:21, 932, 73.10, 4.47
49915000, 1273060162, 2010/5/5 11:49:22, 932, 73.10, 4.47
49916000, 1273060163, 2010/5/5 11:49:23, 932, 73.10, 4.47
49917000, 1273060164, 2010/5/5 11:49:24, 932, 73.10, 4.47
49918000, 1273060165, 2010/5/5 11:49:25, 932, 73.10, 4.33
49919000, 1273060166, 2010/5/5 11:49:26, 932, 73.10, 4.43
49920000, 1273060167, 2010/5/5 11:49:27, 932, 73.68, 4.47
49921000, 1273060168, 2010/5/5 11:49:28, 932, 73.10, 4.47
49922000, 1273060169, 2010/5/5 11:49:29, 932, 73.68, 4.47
49923000, 1273060170, 2010/5/5 11:49:30, 932, 73.68, 4.47
49924000, 1273060171, 2010/5/5 11:49:31, 932, 73.68, 4.47
49925000, 1273060172, 2010/5/5 11:49:32, 932, 73.68, 4.47
49926000, 1273060173, 2010/5/5 11:49:33, 932, 73.68, 4.33
49927000, 1273060174, 2010/5/5 11:49:34, 932, 73.68, 4.45
49928000, 1273060175, 2010/5/5 11:49:35, 932, 73.68, 4.45
49929000, 1273060176, 2010/5/5 11:49:36, 932, 73.68, 4.47
49930000, 1273060177, 2010/5/5 11:49:37, 932, 73.68, 4.45
49931000, 1273060178, 2010/5/5 11:49:38, 932, 73.68, 4.45
49932000, 1273060179, 2010/5/5 11:49:39, 932, 73.68, 4.47
49933000, 1273060180, 2010/5/5 11:49:40, 932, 73.68, 4.47
49934000, 1273060181, 2010/5/5 11:49:41, 932, 73.68, 4.33
49935000, 1273060182, 2010/5/5 11:49:42, 932, 73.68, 4.43
49936000, 1273060183, 2010/5/5 11:49:43, 932, 73.68, 4.45
49937000, 1273060184, 2010/5/5 11:49:44, 932, 73.68, 4.45
49938000, 1273060185, 2010/5/5 11:49:45, 932, 73.68, 4.45
49939000, 1273060186, 2010/5/5 11:49:46, 932, 73.68, 4.45
49940000, 1273060187, 2010/5/5 11:49:47, 932, 73.68, 4.45
49941000, 1273060188, 2010/5/5 11:49:48, 932, 73.68, 4.47
49942000, 1273060189, 2010/5/5 11:49:49, 932, 73.68, 4.47
49943000, 1273060190, 2010/5/5 11:49:50, 932, 73.68, 4.33
49944000, 1273060191, 2010/5/5 11:49:51, 932, 73.68, 4.43
49945000, 1273060192, 2010/5/5 11:49:52, 932, 73.68, 4.45
49946000, 1273060193, 2010/5/5 11:49:53, 932, 73.68, 4.45
49947000, 1273060194, 2010/5/5 11:49:54, 932, 73.68, 4.45
49948000, 1273060195, 2010/5/5 11:49:55, 932, 73.68, 4.45
49949000, 1273060196, 2010/5/5 11:49:56, 932, 73.68, 4.45
49950000, 1273060197, 2010/5/5 11:49:57, 932, 73.68, 4.47
49951000, 1273060198, 2010/5/5 11:49:58, 932, 73.68, 4.33
49952000, 1273060199, 2010/5/5 11:49:59, 932, 73.68, 4.43
49953000, 1273060200, 2010/5/5 11:50:0, 932, 73.68, 4.45
49954000, 1273060201, 2010/5/5 11:50:1, 932, 73.68, 4.32
49955000, 1273060202, 2010/5/5 11:50:2, 932, 73.68, 4.43
49956000, 1273060203, 2010/5/5 11:50:3, 932, 73.68, 4.45
49957000, 1273060204, 2010/5/5 11:50:4, 932, 73.68, 4.45
49958000, 1273060205, 2010/5/5 11:50:5, 932, 73.68, 4.47
49959000, 1273060206, 2010/5/5 11:50:6, 932, 73.68, 4.47
49960000, 1273060207, 2010/5/5 11:50:7, 932, 73.68, 4.32
49961000, 1273060208, 2010/5/5 11:50:8, 932, 73.68, 4.43
49962000, 1273060209, 2010/5/5 11:50:9, 932, 73.68, 4.45
49963000, 1273060210, 2010/5/5 11:50:10, 932, 73.68, 4.45
49964000, 1273060211, 2010/5/5 11:50:11, 932, 73.68, 4.45
49965000, 1273060212, 2010/5/5 11:50:12, 932, 73.68, 4.45
49966000, 1273060213, 2010/5/5 11:50:13, 932, 73.68, 4.33
49967000, 1273060214, 2010/5/5 11:50:14, 932, 73.68, 4.43
49968000, 1273060215, 2010/5/5 11:50:15, 932, 73.68, 4.32
49969000, 1273060216, 2010/5/5 11:50:16, 932, 73.68, 4.42
49970000, 1273060217, 2010/5/5 11:50:17, 932, 73.68, 4.45
49971000, 1273060218, 2010/5/5 11:50:18, 932, 73.68, 4.45
49972001, 1273060219, 2010/5/5 11:50:19, 932, 73.68, 4.45
49973000, 1273060220, 2010/5/5 11:50:20, 932, 73.68, 4.45
49974000, 1273060221, 2010/5/5 11:50:21, 932, 73.68, 4.32
49975000, 1273060222, 2010/5/5 11:50:22, 932, 73.68, 4.43
49976000, 1273060223, 2010/5/5 11:50:23, 932, 73.68, 4.45
49977000, 1273060224, 2010/5/5 11:50:24, 932, 73.68, 4.33
49978000, 1273060225, 2010/5/5 11:50:25, 932, 73.68, 4.42
49979000, 1273060226, 2010/5/5 11:50:26, 932, 73.68, 4.45
49980000, 1273060227, 2010/5/5 11:50:27, 932, 73.68, 4.45
49981000, 1273060228, 2010/5/5 11:50:28, 932, 73.68, 4.45
49982000, 1273060229, 2010/5/5 11:50:29, 932, 73.68, 4.32
49983000, 1273060230, 2010/5/5 11:50:30, 932, 73.68, 4.43
49984000, 1273060231, 2010/5/5 11:50:31, 932, 73.68, 4.45
49985000, 1273060232, 2010/5/5 11:50:32, 932, 73.68, 4.32
49986000, 1273060233, 2010/5/5 11:50:33, 932, 73.68, 4.42
49987000, 1273060234, 2010/5/5 11:50:34, 932, 73.68, 4.45
49988000, 1273060235, 2010/5/5 11:50:35, 932, 73.68, 4.45
49989000, 1273060236, 2010/5/5 11:50:36, 932, 73.68, 4.45
49990000, 1273060237, 2010/5/5 11:50:37, 932, 73.68, 4.45
49991000, 1273060238, 2010/5/5 11:50:38, 932, 73.68, 4.33
49992000, 1273060239, 2010/5/5 11:50:39, 932, 73.68, 4.43
49993000, 1273060240, 2010/5/5 11:50:40, 932, 73.68, 4.32
49994000, 1273060241, 2010/5/5 11:50:41, 932, 73.68, 4.42
49995000, 1273060242, 2010/5/5 11:50:42, 932, 73.68, 4.43
49996000, 1273060243, 2010/5/5 11:50:43, 932, 73.68, 4.43
49997000, 1273060244, 2010/5/5 11:50:44, 932, 73.68, 4.43
49998000, 1273060245, 2010/5/5 11:50:45, 932, 73.68, 4.32
49999000, 1273060246, 2010/5/5 11:50:46, 932, 73.68, 4.42
50000000, 1273060247, 2010/5/5 11:50:47, 931, 73.68, 4.43
50001000, 1273060248, 2010/5/5 11:50:48, 931, 73.68, 4.45
50002000, 1273060249, 2010/5/5 11:50:49, 931, 73.68, 4.32
50003000, 1273060250, 2010/5/5 11:50:50, 931, 73.68, 4.42
50004000, 1273060251, 2010/5/5 11:50:51, 931, 73.68, 4.43
50005000, 1273060252, 2010/5/5 11:50:52, 931, 73.68, 4.43
50006000, 1273060253, 2010/5/5 11:50:53, 931, 73.68, 4.43
50007000, 1273060254, 2010/5/5 11:50:54, 932, 73.68, 4.32
50008000, 1273060255, 2010/5/5 11:50:55, 932, 73.68, 4.42
50009000, 1273060256, 2010/5/5 11:50:56, 932, 73.68, 4.43
50010000, 1273060257, 2010/5/5 11:50:57, 932, 73.68, 4.30
50011000, 1273060258, 2010/5/5 11:50:58, 932, 73.68, 4.42
50012000, 1273060259, 2010/5/5 11:50:59, 932, 73.68, 4.43
50013000, 1273060260, 2010/5/5 11:51:0, 932, 73.68, 4.43
50014000, 1273060261, 2010/5/5 11:51:1, 932, 73.68, 4.30
50015001, 1273060262, 2010/5/5 11:51:2, 932, 73.68, 4.42
50016000, 1273060263, 2010/5/5 11:51:3, 932, 73.68, 4.43
50017000, 1273060264, 2010/5/5 11:51:4, 932, 73.68, 4.32
50018000, 1273060265, 2010/5/5 11:51:5, 932, 73.68, 4.42
50019000, 1273060266, 2010/5/5 11:51:6, 932, 73.68, 4.30
50020000, 1273060267, 2010/5/5 11:51:7, 932, 73.68, 4.42
50021000, 1273060268, 2010/5/5 11:51:8, 932, 73.68, 4.43
50022000, 1273060269, 2010/5/5 11:51:9, 932, 73.68, 4.43
50023000, 1273060270, 2010/5/5 11:51:10, 932, 73.68, 4.30
50024000, 1273060271, 2010/5/5 11:51:11, 932, 73.68, 4.42
50025000, 1273060272, 2010/5/5 11:51:12, 932, 73.68, 4.43
50026000, 1273060273, 2010/5/5 11:51:13, 931, 73.68, 4.43
50027000, 1273060274, 2010/5/5 11:51:14, 931, 73.68, 4.30
50028000, 1273060275, 2010/5/5 11:51:15, 931, 73.68, 4.42
50029000, 1273060276, 2010/5/5 11:51:16, 932, 73.68, 4.43
50030000, 1273060277, 2010/5/5 11:51:17, 932, 73.68, 4.30
50031000, 1273060278, 2010/5/5 11:51:18, 932, 73.68, 4.42
50032000, 1273060279, 2010/5/5 11:51:19, 932, 73.68, 4.43
50033000, 1273060280, 2010/5/5 11:51:20, 932, 73.68, 4.43
50034000, 1273060281, 2010/5/5 11:51:21, 932, 73.68, 4.43
50035000, 1273060282, 2010/5/5 11:51:22, 932, 73.68, 4.30
50036000, 1273060283, 2010/5/5 11:51:23, 932, 73.68, 4.42
50037000, 1273060284, 2010/5/5 11:51:24, 932, 73.68, 4.43
50038000, 1273060285, 2010/5/5 11:51:25, 932, 73.68, 4.43
50039000, 1273060286, 2010/5/5 11:51:26, 931, 73.68, 4.30
50040000, 1273060287, 2010/5/5 11:51:27, 931, 73.68, 4.42
50041000, 1273060288, 2010/5/5 11:51:28, 932, 73.68, 4.43
50042000, 1273060289, 2010/5/5 11:51:29, 932, 73.68, 4.43
50043000, 1273060290, 2010/5/5 11:51:30, 932, 73.68, 4.45
50044000, 1273060291, 2010/5/5 11:51:31, 932, 73.68, 4.30
50045000, 1273060292, 2010/5/5 11:51:32, 932, 73.68, 4.42
50046000, 1273060293, 2010/5/5 11:51:33, 932, 73.68, 4.43
50047000, 1273060294, 2010/5/5 11:51:34, 932, 73.68, 4.43
50048000, 1273060295, 2010/5/5 11:51:35, 932, 73.68, 4.30
50049000, 1273060296, 2010/5/5 11:51:36, 931, 73.68, 4.42
50050000, 1273060297, 2010/5/5 11:51:37, 931, 73.68, 4.42
50051001, 1273060298, 2010/5/5 11:51:38, 932, 73.68, 4.43
50052000, 1273060299, 2010/5/5 11:51:39, 932, 73.68, 4.30
50053000, 1273060300, 2010/5/5 11:51:40, 932, 73.68, 4.42
50054000, 1273060301, 2010/5/5 11:51:41, 932, 73.68, 4.43
50055000, 1273060302, 2010/5/5 11:51:42, 932, 73.68, 4.30
50056000, 1273060303, 2010/5/5 11:51:43, 932, 73.68, 4.42
50057000, 1273060304, 2010/5/5 11:51:44, 932, 73.68, 4.43
50058000, 1273060305, 2010/5/5 11:51:45, 932, 73.68, 4.43
50059000, 1273060306, 2010/5/5 11:51:46, 932, 73.68, 4.43
50060000, 1273060307, 2010/5/5 11:51:47, 932, 73.68, 4.43
50061000, 1273060308, 2010/5/5 11:51:48, 932, 73.68, 4.30
50062000, 1273060309, 2010/5/5 11:51:49, 932, 73.68, 4.42
50063000, 1273060310, 2010/5/5 11:51:50, 932, 73.68, 4.43
50064000, 1273060311, 2010/5/5 11:51:51, 932, 73.68, 4.30
50065000, 1273060312, 2010/5/5 11:51:52, 932, 73.68, 4.42
50066000, 1273060313, 2010/5/5 11:51:53, 932, 73.68, 4.43
50067000, 1273060314, 2010/5/5 11:51:54, 932, 73.68, 4.43
50068000, 1273060315, 2010/5/5 11:51:55, 932, 73.68, 4.45
50069000, 1273060316, 2010/5/5 11:51:56, 931, 73.68, 4.30
50070000, 1273060317, 2010/5/5 11:51:57, 931, 73.68, 4.40
50071000, 1273060318, 2010/5/5 11:51:58, 932, 73.68, 4.43
50072000, 1273060319, 2010/5/5 11:51:59, 932, 73.68, 4.43
50073000, 1273060320, 2010/5/5 11:52:0, 932, 73.68, 4.43
50074000, 1273060321, 2010/5/5 11:52:1, 932, 73.68, 4.43
50075000, 1273060322, 2010/5/5 11:52:2, 932, 73.68, 4.43
50076000, 1273060323, 2010/5/5 11:52:3, 932, 73.68, 4.43
50077000, 1273060324, 2010/5/5 11:52:4, 932, 73.68, 4.30
50078000, 1273060325, 2010/5/5 11:52:5, 932, 73.68, 4.40
50079000, 1273060326, 2010/5/5 11:52:6, 932, 73.68, 4.43
50080000, 1273060327, 2010/5/5 11:52:7, 932, 73.68, 4.43
50081000, 1273060328, 2010/5/5 11:52:8, 932, 73.68, 4.43
50082000, 1273060329, 2010/5/5 11:52:9, 932, 73.68, 4.43
50083000, 1273060330, 2010/5/5 11:52:10, 932, 73.68, 4.43
50084000, 1273060331, 2010/5/5 11:52:11, 932, 73.68, 4.43
50085000, 1273060332, 2010/5/5 11:52:12, 932, 73.68, 4.43
50086000, 1273060333, 2010/5/5 11:52:13, 932, 73.68, 4.30
50087000, 1273060334, 2010/5/5 11:52:14, 932, 73.68, 4.40
50088000, 1273060335, 2010/5/5 11:52:15, 932, 73.68, 4.42
50089000, 1273060336, 2010/5/5 11:52:16, 932, 73.68, 4.43
50090001, 1273060337, 2010/5/5 11:52:17, 932, 73.68, 4.43
50091000, 1273060338, 2010/5/5 11:52:18, 932, 73.68, 4.43
50092000, 1273060339, 2010/5/5 11:52:19, 932, 73.68, 4.30
50093000, 1273060340, 2010/5/5 11:52:20, 932, 73.68, 4.42
50094000, 1273060341, 2010/5/5 11:52:21, 932, 73.68, 4.28
50095000, 1273060342, 2010/5/5 11:52:22, 932, 73.68, 4.40
50096000, 1273060343, 2010/5/5 11:52:23, 932, 73.68, 4.42
50097000, 1273060344, 2010/5/5 11:52:24, 932, 73.68, 4.42
50098000, 1273060345, 2010/5/5 11:52:25, 932, 73.68, 4.42
50099000, 1273060346, 2010/5/5 11:52:26, 932, 73.68, 4.42
50100000, 1273060347, 2010/5/5 11:52:27, 932, 73.68, 4.42
50101000, 1273060348, 2010/5/5 11:52:28, 932, 73.68, 4.42
50102000, 1273060349, 2010/5/5 11:52:29, 932, 73.68, 4.43
50103000, 1273060350, 2010/5/5 11:52:30, 932, 73.68, 4.30
50104000, 1273060351, 2010/5/5 11:52:31, 932, 73.68, 4.40
50105000, 1273060352, 2010/5/5 11:52:32, 932, 73.68, 4.42
50106000, 1273060353, 2010/5/5 11:52:33, 932, 73.68, 4.42
50107000, 1273060354, 2010/5/5 11:52:34, 932, 73.68, 4.42
50108000, 1273060355, 2010/5/5 11:52:35, 932, 73.68, 4.42
50109000, 1273060356, 2010/5/5 11:52:36, 932, 73.68, 4.42
50110000, 1273060357, 2010/5/5 11:52:37, 932, 73.68, 4.43
50111000, 1273060358, 2010/5/5 11:52:38, 932, 73.68, 4.30
50112000, 1273060359, 2010/5/5 11:52:39, 932, 73.68, 4.40
50113000, 1273060360, 2010/5/5 11:52:40, 932, 73.68, 4.42
50114000, 1273060361, 2010/5/5 11:52:41, 932, 73.68, 4.42
50115000, 1273060362, 2010/5/5 11:52:42, 932, 73.68, 4.42
50116000, 1273060363, 2010/5/5 11:52:43, 932, 73.68, 4.42
50117000, 1273060364, 2010/5/5 11:52:44, 932, 73.68, 4.42
50118000, 1273060365, 2010/5/5 11:52:45, 932, 73.68, 4.43
50119000, 1273060366, 2010/5/5 11:52:46, 932, 73.68, 4.43
50120000, 1273060367, 2010/5/5 11:52:47, 932, 73.68, 4.30
50121000, 1273060368, 2010/5/5 11:52:48, 932, 73.68, 4.40
50122000, 1273060369, 2010/5/5 11:52:49, 932, 73.68, 4.42
50123000, 1273060370, 2010/5/5 11:52:50, 932, 73.68, 4.42
50124000, 1273060371, 2010/5/5 11:52:51, 932, 73.68, 4.42
50125000, 1273060372, 2010/5/5 11:52:52, 932, 73.68, 4.42
50126000, 1273060373, 2010/5/5 11:52:53, 932, 73.68, 4.30
50127000, 1273060374, 2010/5/5 11:52:54, 932, 73.68, 4.42
50128000, 1273060375, 2010/5/5 11:52:55, 932, 73.68, 4.28
50129000, 1273060376, 2010/5/5 11:52:56, 932, 73.68, 4.40
50130000, 1273060377, 2010/5/5 11:52:57, 932, 73.68, 4.42
50131000, 1273060378, 2010/5/5 11:52:58, 932, 73.68, 4.42
50132000, 1273060379, 2010/5/5 11:52:59, 932, 73.68, 4.42
50133000, 1273060380, 2010/5/5 11:53:0, 932, 73.68, 4.42
50134000, 1273060381, 2010/5/5 11:53:1, 932, 73.68, 4.28
50135000, 1273060382, 2010/5/5 11:53:2, 932, 73.68, 4.49
50136000, 1273060383, 2010/5/5 11:53:3, 932, 73.68, 4.30
50137000, 1273060384, 2010/5/5 11:53:4, 932, 73.68, 4.40
50138000, 1273060385, 2010/5/5 11:53:5, 932, 73.68, 4.42
50139000, 1273060386, 2010/5/5 11:53:6, 932, 73.68, 4.42
50140000, 1273060387, 2010/5/5 11:53:7, 932, 73.68, 4.42
50141000, 1273060388, 2010/5/5 11:53:8, 932, 73.68, 4.42
50142000, 1273060389, 2010/5/5 11:53:9, 932, 73.68, 4.28
50143000, 1273060390, 2010/5/5 11:53:10, 932, 73.68, 4.40
50144000, 1273060391, 2010/5/5 11:53:11, 932, 73.68, 4.42
50145000, 1273060392, 2010/5/5 11:53:12, 932, 73.68, 4.28
50146000, 1273060393, 2010/5/5 11:53:13, 932, 73.68, 4.40
50147000, 1273060394, 2010/5/5 11:53:14, 932, 73.68, 4.42
50148000, 1273060395, 2010/5/5 11:53:15, 932, 73.68, 4.42
50149000, 1273060396, 2010/5/5 11:53:16, 932, 73.68, 4.42
50150000, 1273060397, 2010/5/5 11:53:17, 932, 73.68, 4.42
50151000, 1273060398, 2010/5/5 11:53:18, 932, 73.68, 4.30
50152000, 1273060399, 2010/5/5 11:53:19, 932, 73.68, 4.40
50153000, 1273060400, 2010/5/5 11:53:20, 932, 73.68, 4.28
50154000, 1273060401, 2010/5/5 11:53:21, 932, 73.68, 4.40
50155000, 1273060402, 2010/5/5 11:53:22, 932, 73.68, 4.42
50156000, 1273060403, 2010/5/5 11:53:23, 932, 73.68, 4.42
50157000, 1273060404, 2010/5/5 11:53:24, 932, 73.68, 4.42
50158000, 1273060405, 2010/5/5 11:53:25, 932, 73.68, 4.28
50159000, 1273060406, 2010/5/5 11:53:26, 932, 73.68, 4.40
50160000, 1273060407, 2010/5/5 11:53:27, 932, 73.68, 4.42
50161000, 1273060408, 2010/5/5 11:53:28, 932, 73.68, 4.43
